gage,time,ft,m3
11402000,1984-10-01,54.0,1.529109716
11402000,1984-10-02,52.0,1.472476023
11402000,1984-10-03,49.0,1.387525483
11402000,1984-10-04,49.0,1.387525483
11402000,1984-10-05,48.0,1.359208636
11402000,1984-10-06,49.0,1.387525483
11402000,1984-10-07,49.0,1.387525483
11402000,1984-10-08,47.0,1.33089179
11402000,1984-10-09,48.0,1.359208636
11402000,1984-10-10,49.0,1.387525483
11402000,1984-10-11,99.0,2.803367813
11402000,1984-10-12,80.0,2.265347727
11402000,1984-10-13,65.0,1.840595028
11402000,1984-10-14,60.0,1.699010796
11402000,1984-10-15,59.0,1.670693949
11402000,1984-10-16,61.0,1.727327642
11402000,1984-10-17,72.0,2.038812955
11402000,1984-10-18,65.0,1.840595028
11402000,1984-10-19,65.0,1.840595028
11402000,1984-10-20,69.0,1.953862415
11402000,1984-10-21,66.0,1.868911875
11402000,1984-10-22,64.0,1.812278182
11402000,1984-10-23,62.0,1.755644489
11402000,1984-10-24,60.0,1.699010796
11402000,1984-10-25,60.0,1.699010796
11402000,1984-10-26,60.0,1.699010796
11402000,1984-10-27,61.0,1.727327642
11402000,1984-10-28,62.0,1.755644489
11402000,1984-10-29,63.0,1.783961335
11402000,1984-10-30,62.0,1.755644489
11402000,1984-10-31,62.0,1.755644489
11402000,1984-11-01,61.0,1.727327642
11402000,1984-11-02,89.0,2.520199347
11402000,1984-11-03,154.0,4.360794375
11402000,1984-11-04,93.0,2.633466733
11402000,1984-11-05,84.0,2.378615114
11402000,1984-11-06,103.0,2.916635199
11402000,1984-11-07,116.0,3.284754205
11402000,1984-11-08,133.0,3.766140597
11402000,1984-11-09,137.0,3.879407983
11402000,1984-11-10,111.0,3.143169972
11402000,1984-11-11,198.0,5.606735625
11402000,1984-11-12,195.0,5.521785085
11402000,1984-11-13,391.0,11.07188702
11402000,1984-11-14,290.0,8.211885512
11402000,1984-11-15,174.0,4.927131307
11402000,1984-11-16,154.0,4.360794375
11402000,1984-11-17,140.0,3.964358523
11402000,1984-11-18,182.0,5.15366608
11402000,1984-11-19,159.0,4.502378608
11402000,1984-11-20,151.0,4.275843835
11402000,1984-11-21,170.0,4.813863921
11402000,1984-11-22,142.0,4.020992216
11402000,1984-11-23,128.0,3.624556364
11402000,1984-11-24,371.0,10.50555009
11402000,1984-11-25,267.0,7.56059804
11402000,1984-11-26,184.0,5.210299773
11402000,1984-11-27,366.0,10.36396585
11402000,1984-11-28,878.0,24.86219131
11402000,1984-11-29,392.0,11.10020386
11402000,1984-11-30,260.0,7.362380114
11402000,1984-12-01,212.0,6.003171478
11402000,1984-12-02,181.0,5.125349233
11402000,1984-12-03,169.0,4.785547074
11402000,1984-12-04,153.0,4.332477529
11402000,1984-12-05,141.0,3.992675369
11402000,1984-12-06,132.0,3.73782375
11402000,1984-12-07,126.0,3.567922671
11402000,1984-12-08,121.0,3.426338438
11402000,1984-12-09,117.0,3.313071051
11402000,1984-12-10,142.0,4.020992216
11402000,1984-12-11,209.0,5.918220938
11402000,1984-12-12,190.0,5.380200852
11402000,1984-12-13,162.0,4.587329148
11402000,1984-12-14,144.0,4.077625909
11402000,1984-12-15,145.0,4.105942756
11402000,1984-12-16,146.0,4.134259602
11402000,1984-12-17,132.0,3.73782375
11402000,1984-12-18,120.0,3.398021591
11402000,1984-12-19,120.0,3.398021591
11402000,1984-12-20,115.0,3.256437358
11402000,1984-12-21,117.0,3.313071051
11402000,1984-12-22,114.0,3.228120511
11402000,1984-12-23,108.0,3.058219432
11402000,1984-12-24,108.0,3.058219432
11402000,1984-12-25,108.0,3.058219432
11402000,1984-12-26,108.0,3.058219432
11402000,1984-12-27,108.0,3.058219432
11402000,1984-12-28,102.0,2.888318352
11402000,1984-12-29,101.0,2.860001506
11402000,1984-12-30,99.0,2.803367813
11402000,1984-12-31,99.0,2.803367813
11402000,1985-01-01,95.0,2.690100426
11402000,1985-01-02,92.0,2.605149886
11402000,1985-01-03,92.0,2.605149886
11402000,1985-01-04,92.0,2.605149886
11402000,1985-01-05,90.0,2.548516193
11402000,1985-01-06,92.0,2.605149886
11402000,1985-01-07,96.0,2.718417273
11402000,1985-01-08,100.0,2.831684659
11402000,1985-01-09,107.0,3.029902585
11402000,1985-01-10,110.0,3.114853125
11402000,1985-01-11,102.0,2.888318352
11402000,1985-01-12,98.0,2.775050966
11402000,1985-01-13,94.0,2.66178358
11402000,1985-01-14,92.0,2.605149886
11402000,1985-01-15,95.0,2.690100426
11402000,1985-01-16,96.0,2.718417273
11402000,1985-01-17,94.0,2.66178358
11402000,1985-01-18,94.0,2.66178358
11402000,1985-01-19,96.0,2.718417273
11402000,1985-01-20,97.0,2.746734119
11402000,1985-01-21,96.0,2.718417273
11402000,1985-01-22,93.0,2.633466733
11402000,1985-01-23,93.0,2.633466733
11402000,1985-01-24,95.0,2.690100426
11402000,1985-01-25,95.0,2.690100426
11402000,1985-01-26,96.0,2.718417273
11402000,1985-01-27,98.0,2.775050966
11402000,1985-01-28,99.0,2.803367813
11402000,1985-01-29,87.0,2.463565654
11402000,1985-01-30,83.0,2.350298267
11402000,1985-01-31,79.0,2.237030881
11402000,1985-02-01,75.0,2.123763494
11402000,1985-02-02,85.0,2.40693196
11402000,1985-02-03,81.0,2.293664574
11402000,1985-02-04,79.0,2.237030881
11402000,1985-02-05,75.0,2.123763494
11402000,1985-02-06,79.0,2.237030881
11402000,1985-02-07,99.0,2.803367813
11402000,1985-02-08,1320.0,37.3782375
11402000,1985-02-09,488.0,13.81862114
11402000,1985-02-10,274.0,7.758815966
11402000,1985-02-11,215.0,6.088122017
11402000,1985-02-12,195.0,5.521785085
11402000,1985-02-13,195.0,5.521785085
11402000,1985-02-14,188.0,5.323567159
11402000,1985-02-15,186.0,5.266933466
11402000,1985-02-16,192.0,5.436834546
11402000,1985-02-17,192.0,5.436834546
11402000,1985-02-18,191.0,5.408517699
11402000,1985-02-19,189.0,5.351884006
11402000,1985-02-20,190.0,5.380200852
11402000,1985-02-21,176.0,4.983765
11402000,1985-02-22,172.0,4.870497614
11402000,1985-02-23,174.0,4.927131307
11402000,1985-02-24,176.0,4.983765
11402000,1985-02-25,179.0,5.06871554
11402000,1985-02-26,177.0,5.012081847
11402000,1985-02-27,172.0,4.870497614
11402000,1985-02-28,166.0,4.700596534
11402000,1985-03-01,167.0,4.728913381
11402000,1985-03-02,179.0,5.06871554
11402000,1985-03-03,160.0,4.530695455
11402000,1985-03-04,160.0,4.530695455
11402000,1985-03-05,151.0,4.275843835
11402000,1985-03-06,155.0,4.389111222
11402000,1985-03-07,163.0,4.615645994
11402000,1985-03-08,150.0,4.247526989
11402000,1985-03-09,153.0,4.332477529
11402000,1985-03-10,180.0,5.097032387
11402000,1985-03-11,196.0,5.550101932
11402000,1985-03-12,204.0,5.776636705
11402000,1985-03-13,208.0,5.889904091
11402000,1985-03-14,205.0,5.804953551
11402000,1985-03-15,207.0,5.861587245
11402000,1985-03-16,208.0,5.889904091
11402000,1985-03-17,211.0,5.974854631
11402000,1985-03-18,246.0,6.965944262
11402000,1985-03-19,262.0,7.419013807
11402000,1985-03-20,257.0,7.277429574
11402000,1985-03-21,261.0,7.390696961
11402000,1985-03-22,234.0,6.626142103
11402000,1985-03-23,218.0,6.173072557
11402000,1985-03-24,337.0,9.542777302
11402000,1985-03-25,333.0,9.429509915
11402000,1985-03-26,290.0,8.211885512
11402000,1985-03-27,299.0,8.466737131
11402000,1985-03-28,268.0,7.588914887
11402000,1985-03-29,262.0,7.419013807
11402000,1985-03-30,276.0,7.815449659
11402000,1985-03-31,327.0,9.259608836
11402000,1985-04-01,434.0,12.28951142
11402000,1985-04-02,545.0,15.43268139
11402000,1985-04-03,630.0,17.83961335
11402000,1985-04-04,615.0,17.41486065
11402000,1985-04-05,607.0,17.18832588
11402000,1985-04-06,621.0,17.58476173
11402000,1985-04-07,616.0,17.4431775
11402000,1985-04-08,577.0,16.33882048
11402000,1985-04-09,552.0,15.63089932
11402000,1985-04-10,558.0,15.8008004
11402000,1985-04-11,512.0,14.49822546
11402000,1985-04-12,459.0,12.99743259
11402000,1985-04-13,467.0,13.22396736
11402000,1985-04-14,520.0,14.72476023
11402000,1985-04-15,536.0,15.17782977
11402000,1985-04-16,482.0,13.64872006
11402000,1985-04-17,397.0,11.2417881
11402000,1985-04-18,343.0,9.712678381
11402000,1985-04-19,334.0,9.457826762
11402000,1985-04-20,291.0,8.240202358
11402000,1985-04-21,263.0,7.447330654
11402000,1985-04-22,245.0,6.937627415
11402000,1985-04-23,236.0,6.682775796
11402000,1985-04-24,230.0,6.512874716
11402000,1985-04-25,220.0,6.22970625
11402000,1985-04-26,206.0,5.833270398
11402000,1985-04-27,196.0,5.550101932
11402000,1985-04-28,204.0,5.776636705
11402000,1985-04-29,223.0,6.31465679
11402000,1985-04-30,218.0,6.173072557
11402000,1985-05-01,221.0,6.258023097
11402000,1985-05-02,228.0,6.456241023
11402000,1985-05-03,213.0,6.031488324
11402000,1985-05-04,212.0,6.003171478
11402000,1985-05-05,201.0,5.691686165
11402000,1985-05-06,195.0,5.521785085
11402000,1985-05-07,193.0,5.465151392
11402000,1985-05-08,181.0,5.125349233
11402000,1985-05-09,168.0,4.757230227
11402000,1985-05-10,154.0,4.360794375
11402000,1985-05-11,144.0,4.077625909
11402000,1985-05-12,139.0,3.936041676
11402000,1985-05-13,126.0,3.567922671
11402000,1985-05-14,122.0,3.454655284
11402000,1985-05-15,111.0,3.143169972
11402000,1985-05-16,120.0,3.398021591
11402000,1985-05-17,117.0,3.313071051
11402000,1985-05-18,126.0,3.567922671
11402000,1985-05-19,120.0,3.398021591
11402000,1985-05-20,119.0,3.369704744
11402000,1985-05-21,108.0,3.058219432
11402000,1985-05-22,108.0,3.058219432
11402000,1985-05-23,103.0,2.916635199
11402000,1985-05-24,99.0,2.803367813
11402000,1985-05-25,96.0,2.718417273
11402000,1985-05-26,93.0,2.633466733
11402000,1985-05-27,89.0,2.520199347
11402000,1985-05-28,86.0,2.435248807
11402000,1985-05-29,90.0,2.548516193
11402000,1985-05-30,83.0,2.350298267
11402000,1985-05-31,77.0,2.180397188
11402000,1985-06-01,78.0,2.208714034
11402000,1985-06-02,79.0,2.237030881
11402000,1985-06-03,74.0,2.095446648
11402000,1985-06-04,68.0,1.925545568
11402000,1985-06-05,65.0,1.840595028
11402000,1985-06-06,60.0,1.699010796
11402000,1985-06-07,54.0,1.529109716
11402000,1985-06-08,53.0,1.500792869
11402000,1985-06-09,54.0,1.529109716
11402000,1985-06-10,58.0,1.642377102
11402000,1985-06-11,55.0,1.557426563
11402000,1985-06-12,56.0,1.585743409
11402000,1985-06-13,54.0,1.529109716
11402000,1985-06-14,50.0,1.41584233
11402000,1985-06-15,49.0,1.387525483
11402000,1985-06-16,48.0,1.359208636
11402000,1985-06-17,44.0,1.24594125
11402000,1985-06-18,38.0,1.07604017
11402000,1985-06-19,38.0,1.07604017
11402000,1985-06-20,39.0,1.104357017
11402000,1985-06-21,40.0,1.132673864
11402000,1985-06-22,46.0,1.302574943
11402000,1985-06-23,46.0,1.302574943
11402000,1985-06-24,37.0,1.047723324
11402000,1985-06-25,36.0,1.019406477
11402000,1985-06-26,37.0,1.047723324
11402000,1985-06-27,36.0,1.019406477
11402000,1985-06-28,34.0,0.9627727841
11402000,1985-06-29,35.0,0.9910896307
11402000,1985-06-30,36.0,1.019406477
11402000,1985-07-01,37.0,1.047723324
11402000,1985-07-02,35.0,0.9910896307
11402000,1985-07-03,40.0,1.132673864
11402000,1985-07-04,34.0,0.9627727841
11402000,1985-07-05,33.0,0.9344559375
11402000,1985-07-06,31.0,0.8778222444
11402000,1985-07-07,34.0,0.9627727841
11402000,1985-07-08,34.0,0.9627727841
11402000,1985-07-09,29.0,0.8211885512
11402000,1985-07-10,30.0,0.8495053978
11402000,1985-07-11,28.0,0.7928717046
11402000,1985-07-12,26.0,0.7362380114
11402000,1985-07-13,25.0,0.7079211648
11402000,1985-07-14,25.0,0.7079211648
11402000,1985-07-15,25.0,0.7079211648
11402000,1985-07-16,25.0,0.7079211648
11402000,1985-07-17,24.0,0.6796043182
11402000,1985-07-18,24.0,0.6796043182
11402000,1985-07-19,24.0,0.6796043182
11402000,1985-07-20,20.0,0.5663369318
11402000,1985-07-21,21.0,0.5946537784
11402000,1985-07-22,28.0,0.7928717046
11402000,1985-07-23,30.0,0.8495053978
11402000,1985-07-24,26.0,0.7362380114
11402000,1985-07-25,24.0,0.6796043182
11402000,1985-07-26,27.0,0.764554858
11402000,1985-07-27,26.0,0.7362380114
11402000,1985-07-28,28.0,0.7928717046
11402000,1985-07-29,24.0,0.6796043182
11402000,1985-07-30,24.0,0.6796043182
11402000,1985-07-31,26.0,0.7362380114
11402000,1985-08-01,31.0,0.8778222444
11402000,1985-08-02,30.0,0.8495053978
11402000,1985-08-03,28.0,0.7928717046
11402000,1985-08-04,23.0,0.6512874716
11402000,1985-08-05,23.0,0.6512874716
11402000,1985-08-06,24.0,0.6796043182
11402000,1985-08-07,22.0,0.622970625
11402000,1985-08-08,21.0,0.5946537784
11402000,1985-08-09,21.0,0.5946537784
11402000,1985-08-10,21.0,0.5946537784
11402000,1985-08-11,21.0,0.5946537784
11402000,1985-08-12,21.0,0.5946537784
11402000,1985-08-13,18.0,0.5097032387
11402000,1985-08-14,17.0,0.4813863921
11402000,1985-08-15,19.0,0.5380200852
11402000,1985-08-16,20.0,0.5663369318
11402000,1985-08-17,19.0,0.5380200852
11402000,1985-08-18,18.0,0.5097032387
11402000,1985-08-19,19.0,0.5380200852
11402000,1985-08-20,19.0,0.5380200852
11402000,1985-08-21,19.0,0.5380200852
11402000,1985-08-22,20.0,0.5663369318
11402000,1985-08-23,22.0,0.622970625
11402000,1985-08-24,22.0,0.622970625
11402000,1985-08-25,21.0,0.5946537784
11402000,1985-08-26,25.0,0.7079211648
11402000,1985-08-27,24.0,0.6796043182
11402000,1985-08-28,27.0,0.764554858
11402000,1985-08-29,24.0,0.6796043182
11402000,1985-08-30,21.0,0.5946537784
11402000,1985-08-31,18.0,0.5097032387
11402000,1985-09-01,20.0,0.5663369318
11402000,1985-09-02,22.0,0.622970625
11402000,1985-09-03,21.0,0.5946537784
11402000,1985-09-04,26.0,0.7362380114
11402000,1985-09-05,24.0,0.6796043182
11402000,1985-09-06,25.0,0.7079211648
11402000,1985-09-07,29.0,0.8211885512
11402000,1985-09-08,50.0,1.41584233
11402000,1985-09-09,68.0,1.925545568
11402000,1985-09-10,57.0,1.614060256
11402000,1985-09-11,52.0,1.472476023
11402000,1985-09-12,47.0,1.33089179
11402000,1985-09-13,44.0,1.24594125
11402000,1985-09-14,43.0,1.217624403
11402000,1985-09-15,40.0,1.132673864
11402000,1985-09-16,40.0,1.132673864
11402000,1985-09-17,38.0,1.07604017
11402000,1985-09-18,38.0,1.07604017
11402000,1985-09-19,37.0,1.047723324
11402000,1985-09-20,38.0,1.07604017
11402000,1985-09-21,39.0,1.104357017
11402000,1985-09-22,38.0,1.07604017
11402000,1985-09-23,38.0,1.07604017
11402000,1985-09-24,37.0,1.047723324
11402000,1985-09-25,36.0,1.019406477
11402000,1985-09-26,36.0,1.019406477
11402000,1985-09-27,37.0,1.047723324
11402000,1985-09-28,37.0,1.047723324
11402000,1985-09-29,35.0,0.9910896307
11402000,1985-09-30,38.0,1.07604017
11402000,1985-10-01,36.0,1.019406477
11402000,1985-10-02,38.0,1.07604017
11402000,1985-10-03,35.0,0.9910896307
11402000,1985-10-04,35.0,0.9910896307
11402000,1985-10-05,34.0,0.9627727841
11402000,1985-10-06,35.0,0.9910896307
11402000,1985-10-07,40.0,1.132673864
11402000,1985-10-08,37.0,1.047723324
11402000,1985-10-09,45.0,1.274258097
11402000,1985-10-10,43.0,1.217624403
11402000,1985-10-11,41.0,1.16099071
11402000,1985-10-12,41.0,1.16099071
11402000,1985-10-13,40.0,1.132673864
11402000,1985-10-14,39.0,1.104357017
11402000,1985-10-15,40.0,1.132673864
11402000,1985-10-16,39.0,1.104357017
11402000,1985-10-17,40.0,1.132673864
11402000,1985-10-18,39.0,1.104357017
11402000,1985-10-19,40.0,1.132673864
11402000,1985-10-20,40.0,1.132673864
11402000,1985-10-21,65.0,1.840595028
11402000,1985-10-22,63.0,1.783961335
11402000,1985-10-23,57.0,1.614060256
11402000,1985-10-24,55.0,1.557426563
11402000,1985-10-25,51.0,1.444159176
11402000,1985-10-26,49.0,1.387525483
11402000,1985-10-27,48.0,1.359208636
11402000,1985-10-28,47.0,1.33089179
11402000,1985-10-29,47.0,1.33089179
11402000,1985-10-30,45.0,1.274258097
11402000,1985-10-31,46.0,1.302574943
11402000,1985-11-01,47.0,1.33089179
11402000,1985-11-02,47.0,1.33089179
11402000,1985-11-03,46.0,1.302574943
11402000,1985-11-04,46.0,1.302574943
11402000,1985-11-05,44.0,1.24594125
11402000,1985-11-06,44.0,1.24594125
11402000,1985-11-07,45.0,1.274258097
11402000,1985-11-08,44.0,1.24594125
11402000,1985-11-09,45.0,1.274258097
11402000,1985-11-10,64.0,1.812278182
11402000,1985-11-11,61.0,1.727327642
11402000,1985-11-12,55.0,1.557426563
11402000,1985-11-13,52.0,1.472476023
11402000,1985-11-14,51.0,1.444159176
11402000,1985-11-15,52.0,1.472476023
11402000,1985-11-16,58.0,1.642377102
11402000,1985-11-17,63.0,1.783961335
11402000,1985-11-18,58.0,1.642377102
11402000,1985-11-19,52.0,1.472476023
11402000,1985-11-20,52.0,1.472476023
11402000,1985-11-21,52.0,1.472476023
11402000,1985-11-22,51.0,1.444159176
11402000,1985-11-23,53.0,1.500792869
11402000,1985-11-24,73.0,2.067129801
11402000,1985-11-25,92.0,2.605149886
11402000,1985-11-26,85.0,2.40693196
11402000,1985-11-27,76.0,2.152080341
11402000,1985-11-28,103.0,2.916635199
11402000,1985-11-29,223.0,6.31465679
11402000,1985-11-30,144.0,4.077625909
11402000,1985-12-01,100.0,2.831684659
11402000,1985-12-02,382.0,10.8170354
11402000,1985-12-03,484.0,13.70535375
11402000,1985-12-04,246.0,6.965944262
11402000,1985-12-05,179.0,5.06871554
11402000,1985-12-06,164.0,4.643962841
11402000,1985-12-07,171.0,4.842180767
11402000,1985-12-08,192.0,5.436834546
11402000,1985-12-09,144.0,4.077625909
11402000,1985-12-10,118.0,3.341387898
11402000,1985-12-11,101.0,2.860001506
11402000,1985-12-12,89.0,2.520199347
11402000,1985-12-13,85.0,2.40693196
11402000,1985-12-14,82.0,2.321981421
11402000,1985-12-15,80.0,2.265347727
11402000,1985-12-16,78.0,2.208714034
11402000,1985-12-17,75.0,2.123763494
11402000,1985-12-18,73.0,2.067129801
11402000,1985-12-19,71.0,2.010496108
11402000,1985-12-20,69.0,1.953862415
11402000,1985-12-21,67.0,1.897228722
11402000,1985-12-22,66.0,1.868911875
11402000,1985-12-23,65.0,1.840595028
11402000,1985-12-24,65.0,1.840595028
11402000,1985-12-25,65.0,1.840595028
11402000,1985-12-26,64.0,1.812278182
11402000,1985-12-27,64.0,1.812278182
11402000,1985-12-28,64.0,1.812278182
11402000,1985-12-29,68.0,1.925545568
11402000,1985-12-30,111.0,3.143169972
11402000,1985-12-31,113.0,3.199803665
11402000,1986-01-01,118.0,3.341387898
11402000,1986-01-02,127.0,3.596239517
11402000,1986-01-03,114.0,3.228120511
11402000,1986-01-04,150.0,4.247526989
11402000,1986-01-05,825.0,23.36139844
11402000,1986-01-06,513.0,14.5265423
11402000,1986-01-07,280.0,7.928717046
11402000,1986-01-08,208.0,5.889904091
11402000,1986-01-09,171.0,4.842180767
11402000,1986-01-10,148.0,4.190893296
11402000,1986-01-11,133.0,3.766140597
11402000,1986-01-12,124.0,3.511288977
11402000,1986-01-13,116.0,3.284754205
11402000,1986-01-14,116.0,3.284754205
11402000,1986-01-15,177.0,5.012081847
11402000,1986-01-16,850.0,24.0693196
11402000,1986-01-17,1910.0,54.08517699
11402000,1986-01-18,761.0,21.54912026
11402000,1986-01-19,492.0,13.93188852
11402000,1986-01-20,457.0,12.94079889
11402000,1986-01-21,350.0,9.910896307
11402000,1986-01-22,290.0,8.211885512
11402000,1986-01-23,346.0,9.797628921
11402000,1986-01-24,292.0,8.268519205
11402000,1986-01-25,250.0,7.079211648
11402000,1986-01-26,228.0,6.456241023
11402000,1986-01-27,213.0,6.031488324
11402000,1986-01-28,204.0,5.776636705
11402000,1986-01-29,297.0,8.410103438
11402000,1986-01-30,705.0,19.96337685
11402000,1986-01-31,1160.0,32.84754205
11402000,1986-02-01,1130.0,31.99803665
11402000,1986-02-02,1530.0,43.32477529
11402000,1986-02-03,1300.0,36.81190057
11402000,1986-02-04,799.0,22.62516043
11402000,1986-02-05,560.0,15.85743409
11402000,1986-02-06,443.0,12.54436304
11402000,1986-02-07,370.0,10.47723324
11402000,1986-02-08,321.0,9.089707756
11402000,1986-02-09,283.0,8.013667586
11402000,1986-02-10,256.0,7.249112728
11402000,1986-02-11,236.0,6.682775796
11402000,1986-02-12,302.0,8.551687671
11402000,1986-02-13,1430.0,40.49309063
11402000,1986-02-14,4390.0,124.3109565
11402000,1986-02-15,6980.0,197.6515892
11402000,1986-02-16,6030.0,170.7505849
11402000,1986-02-17,14100.0,399.2675369
11402000,1986-02-18,14200.0,402.0992216
11402000,1986-02-19,9220.0,261.0813256
11402000,1986-02-20,5010.0,141.8674014
11402000,1986-02-21,2890.0,81.83568665
11402000,1986-02-22,1900.0,53.80200852
11402000,1986-02-23,1420.0,40.20992216
11402000,1986-02-24,1140.0,32.28120511
11402000,1986-02-25,982.0,27.80714335
11402000,1986-02-26,857.0,24.26753753
11402000,1986-02-27,790.0,22.37030881
11402000,1986-02-28,740.0,20.95446648
11402000,1986-03-01,682.0,19.31208938
11402000,1986-03-02,620.0,17.55644489
11402000,1986-03-03,572.0,16.19723625
11402000,1986-03-04,539.0,15.26278031
11402000,1986-03-05,519.0,14.69644338
11402000,1986-03-06,486.0,13.76198744
11402000,1986-03-07,1250.0,35.39605824
11402000,1986-03-08,5110.0,144.6990861
11402000,1986-03-09,2490.0,70.50894801
11402000,1986-03-10,2390.0,67.67726335
11402000,1986-03-11,1970.0,55.78418779
11402000,1986-03-12,1620.0,45.87329148
11402000,1986-03-13,1310.0,37.09506904
11402000,1986-03-14,1030.0,29.16635199
11402000,1986-03-15,910.0,25.7683304
11402000,1986-03-16,804.0,22.76674466
11402000,1986-03-17,691.0,19.566941
11402000,1986-03-18,601.0,17.0184248
11402000,1986-03-19,559.0,15.82911724
11402000,1986-03-20,560.0,15.85743409
11402000,1986-03-21,566.0,16.02733517
11402000,1986-03-22,574.0,16.25386994
11402000,1986-03-23,575.0,16.28218679
11402000,1986-03-24,606.0,17.16000903
11402000,1986-03-25,572.0,16.19723625
11402000,1986-03-26,519.0,14.69644338
11402000,1986-03-27,503.0,14.24337384
11402000,1986-03-28,505.0,14.30000753
11402000,1986-03-29,503.0,14.24337384
11402000,1986-03-30,500.0,14.1584233
11402000,1986-03-31,491.0,13.90357168
11402000,1986-04-01,479.0,13.56376952
11402000,1986-04-02,444.0,12.57267989
11402000,1986-04-03,402.0,11.38337233
11402000,1986-04-04,378.0,10.70376801
11402000,1986-04-05,360.0,10.19406477
11402000,1986-04-06,352.0,9.96753
11402000,1986-04-07,421.0,11.92139242
11402000,1986-04-08,379.0,10.73208486
11402000,1986-04-09,349.0,9.882579461
11402000,1986-04-10,342.0,9.684361534
11402000,1986-04-11,337.0,9.542777302
11402000,1986-04-12,339.0,9.599410995
11402000,1986-04-13,315.0,8.919806676
11402000,1986-04-14,296.0,8.381786591
11402000,1986-04-15,283.0,8.013667586
11402000,1986-04-16,276.0,7.815449659
11402000,1986-04-17,267.0,7.56059804
11402000,1986-04-18,255.0,7.220795881
11402000,1986-04-19,244.0,6.909310568
11402000,1986-04-20,245.0,6.937627415
11402000,1986-04-21,263.0,7.447330654
11402000,1986-04-22,285.0,8.070301279
11402000,1986-04-23,326.0,9.231291989
11402000,1986-04-24,306.0,8.664955057
11402000,1986-04-25,278.0,7.872083353
11402000,1986-04-26,258.0,7.305746421
11402000,1986-04-27,246.0,6.965944262
11402000,1986-04-28,257.0,7.277429574
11402000,1986-04-29,257.0,7.277429574
11402000,1986-04-30,247.0,6.994261108
11402000,1986-05-01,242.0,6.852676875
11402000,1986-05-02,238.0,6.739409489
11402000,1986-05-03,265.0,7.503964347
11402000,1986-05-04,300.0,8.495053978
11402000,1986-05-05,279.0,7.900400199
11402000,1986-05-06,283.0,8.013667586
11402000,1986-05-07,255.0,7.220795881
11402000,1986-05-08,248.0,7.022577955
11402000,1986-05-09,239.0,6.767726335
11402000,1986-05-10,255.0,7.220795881
11402000,1986-05-11,242.0,6.852676875
11402000,1986-05-12,233.0,6.597825256
11402000,1986-05-13,231.0,6.541191563
11402000,1986-05-14,229.0,6.48455787
11402000,1986-05-15,227.0,6.427924176
11402000,1986-05-16,220.0,6.22970625
11402000,1986-05-17,214.0,6.059805171
11402000,1986-05-18,215.0,6.088122017
11402000,1986-05-19,222.0,6.286339943
11402000,1986-05-20,215.0,6.088122017
11402000,1986-05-21,204.0,5.776636705
11402000,1986-05-22,190.0,5.380200852
11402000,1986-05-23,181.0,5.125349233
11402000,1986-05-24,172.0,4.870497614
11402000,1986-05-25,175.0,4.955448154
11402000,1986-05-26,180.0,5.097032387
11402000,1986-05-27,178.0,5.040398693
11402000,1986-05-28,178.0,5.040398693
11402000,1986-05-29,175.0,4.955448154
11402000,1986-05-30,184.0,5.210299773
11402000,1986-05-31,179.0,5.06871554
11402000,1986-06-01,175.0,4.955448154
11402000,1986-06-02,193.0,5.465151392
11402000,1986-06-03,165.0,4.672279688
11402000,1986-06-04,147.0,4.162576449
11402000,1986-06-05,135.0,3.82277429
11402000,1986-06-06,125.0,3.539605824
11402000,1986-06-07,115.0,3.256437358
11402000,1986-06-08,111.0,3.143169972
11402000,1986-06-09,96.0,2.718417273
11402000,1986-06-10,94.0,2.66178358
11402000,1986-06-11,92.0,2.605149886
11402000,1986-06-12,89.0,2.520199347
11402000,1986-06-13,80.0,2.265347727
11402000,1986-06-14,77.0,2.180397188
11402000,1986-06-15,77.0,2.180397188
11402000,1986-06-16,74.0,2.095446648
11402000,1986-06-17,71.0,2.010496108
11402000,1986-06-18,75.0,2.123763494
11402000,1986-06-19,75.0,2.123763494
11402000,1986-06-20,70.0,1.982179261
11402000,1986-06-21,67.0,1.897228722
11402000,1986-06-22,63.0,1.783961335
11402000,1986-06-23,66.0,1.868911875
11402000,1986-06-24,66.0,1.868911875
11402000,1986-06-25,60.0,1.699010796
11402000,1986-06-26,57.0,1.614060256
11402000,1986-06-27,54.0,1.529109716
11402000,1986-06-28,52.0,1.472476023
11402000,1986-06-29,48.0,1.359208636
11402000,1986-06-30,52.0,1.472476023
11402000,1986-07-01,52.0,1.472476023
11402000,1986-07-02,53.0,1.500792869
11402000,1986-07-03,48.0,1.359208636
11402000,1986-07-04,48.0,1.359208636
11402000,1986-07-05,48.0,1.359208636
11402000,1986-07-06,48.0,1.359208636
11402000,1986-07-07,49.0,1.387525483
11402000,1986-07-08,48.0,1.359208636
11402000,1986-07-09,45.0,1.274258097
11402000,1986-07-10,43.0,1.217624403
11402000,1986-07-11,45.0,1.274258097
11402000,1986-07-12,44.0,1.24594125
11402000,1986-07-13,41.0,1.16099071
11402000,1986-07-14,41.0,1.16099071
11402000,1986-07-15,39.0,1.104357017
11402000,1986-07-16,37.0,1.047723324
11402000,1986-07-17,38.0,1.07604017
11402000,1986-07-18,38.0,1.07604017
11402000,1986-07-19,38.0,1.07604017
11402000,1986-07-20,36.0,1.019406477
11402000,1986-07-21,34.0,0.9627727841
11402000,1986-07-22,35.0,0.9910896307
11402000,1986-07-23,33.0,0.9344559375
